name,date,content,share,retweet,like,,,,,,
 LeoVaradkar,2020年12月27日,"I’ll be in with 
 gavreilly
 shortly on 
 NewstalkFM
 to talk about the #Brexit deal and the start of #covid vaccinations",114,17,242,,,,,,
 bsadams25,2020年12月27日,Nearly the end of 2020 .....not sure if we should get too excited about welcoming in 2021 either. #Covid,2,1,13,,,,,,
 sondage_le,2020年12月27日,"Do you intend to get vaccinated against #COVID19?
#Coronavirus #Covid_19 #COVID #vaccination #vaccine #EUvaccinationdays #Pfizervaccine #Moderna #vaccines",,,,,,,,,
 Storm4Congress,2020年12月27日,"How can the CDC encourage the inflation of #COVID deaths and not be considered part of the swamp?

They can laugh about the #DeepState all they want, but we know the #Truth.",1,5,16,,,,,,
 In_a_Pickel,2020年12月27日,I’m a student journalist researching on the issue of dating experience during COVID-19 pandemic. I am looking forward to people who can share their experiences regarding subject-matter & also spread the word. #DigitalArtist #journalism #storytelling #dating #Covid #pandemic,1,3,1,,,,,,
 MichaELofYHWH,2020年12月27日,"I've only known two people who caught #Covid. Yet, my state's been locked down on and off for about a year. Michiganders have been muzzled in masks for about 10 months. Now, Biden wants to muzzle entire USA until May! Then, they'll try to forcefully vaccinate us. #EnoughIsEnough!",5,5,7,,,,,,
 BloodScientist,2020年12月27日,"Just finished my penultimate night shift. Ever.

1st sample of the night; PLT count of 26. Lucky malaria find.

But more sadly, so many samples throughout with the clinical details, 'New ICU admission, #Covid+'

Hopefully everyone makes a speedy recovery.

#biomedicalscientist",7,1,48,,,,,,
 RedheadAndRight,2020年12月27日,"I can't go another year like this. Family against family over #Covid. No benefit of the doubt or kindness. For all of you who wish to live with no face, no fun and no hope - go for it. As for me, I want to be around the like-minded.",1,2,1,,,,,,
 rameshlaus,2020年12月27日,". 
 BeingSalmanKhan
 's #Radhe to release for #Eid2021 - May 2021 - If #Covid situation is fully under control..",11,525,2452,,,,,,
 TKKSwiftie,2020年12月27日,"Tomorrow I’m finally off quarantine!  After 22 days!  I’m still not 100% myself but I survived.  #covidsucks #covid 
 taylorswift13
 
 taylornation13",8,,56,,,,,,
 MatthewPantelis,2020年12月27日,"2 new #covid cases in SA today,   a female & male, both 30’s, recently returned from overseas & in a medi-hotel since their arrival. 
One is an old infection, the other person transferred to the Royal Adelaide Hospital and is in a stable condition.
#FIVEaaNews",3,4,11,,,,,,
 dhavalkulkarni,2020年12月27日,Resuming my workout after severe #COVID induced weakness. Wish me well...,10,2,70,,,,,,
 BradLindenSoCal,2020年12月27日,"I drove 2.7 miles from #WestHollywood to #BeverlyHills for my #doctor appointment.
I had to pull over 6 times for speeding ambulances.
Screaming sirens are heard day & night here in #LosAngeles.
#Covid is exploding exponentially here.
I'm very grateful my case wasn't even worse.",2,6,28,,,,,,
 mr_monroe,2020年12月27日,Everywhere you go all people want to talk about is #covid or #politics... ,1,1,1,,,,,,
 BradLindenSoCal,2020年12月27日,"Went to a medical appointment in #BeverlyHills today.
Guy who works in the office came up to me. ""Man, I heard you were in the hospital. Glad you didn't die. You're a nice guy. We have patients dropping dead like flies from the 'rona now.""
#Covid
#COVID19",4,2,20,,,,,,
 sumanthraman,2020年12月27日,"Chennai may be seeing the start of a second #Covid wave. Doctor friends reporting more cases over the last one week.  THIS IS NOT OVER YET. Please use masks and stay socially distanced. Govt needs to tighten some restrictions on large gatherings NOW. 
 Vijayabaskarofl
 
 RAKRI1",36,166,852,,,,,,
 elVellichor,2020年12月27日,"Even if there was a new strain of #COVID and it was twice as deadly, I’d prefer to take my chances and get back to living.",3,2,15,,,,,,
 RajeevSrinivasa,2020年12月27日,"I suddenly realised why I am so concerned about the #covid #vaccines. I remember #DDT. Silent Spring. Yes, DDT does kill mosquitoes, but screws up the entire food chain and causes cancer. 

This is the problem with Cartesian science and single point non holistic solutions.",4,7,25,,,,,,
 Ram_Yug,2020年12月27日,"After going through #shaheenbagh 
#FarmersProtest #Covid #economy and all, now according to occam's razor I should vote for 
 BJP4India",2,,11,,,,,,
 RavMABAY,2020年12月27日,"No one, no matter how stupid, deserves #COVID. 

But public officials who could enforce mask mandates and pay people so they can stay home & now get sick b/c they purposely ignored scientific evidence? 

I pray for the doctors & nurses who will do their duty to care for them.",2,6,73,,,,,,
 btckr,2020年12月27日,"Confusing #COVID-19 messaging:
NSW govt: Please stay home, avoid crowds & Boxing Day bargains.
Commerce: Get yer Boxing Day bargains now!
Media: Stay home, wear a mask, & get yer Boxing day bargains now. Consumers to spend $9.1 billion!",3,13,22,,,,,,
 peterdaou,2020年12月27日,"""Attended large gathering, came down with #COVID.""

How many times do people need to hear that before taking precautions?",14,45,291,,,,,,
 deniseshrivell,2020年12月27日,Gladys seems to understand the seriousness of #covid - but her actions don’t match this #auspol,4,9,50,,,,,,
 MrsMelonMomma,2020年12月27日,Hey #twitter. Just got word my parents have covid. What can I get shipped to them to keep them comfortable? My brain is fried from worry. I can't think of anything helpful. #help #COVID19 #covid,2,1,3,,,,,,
 TVDanRascon,2020年12月27日,Exactly 2 weeks ago tonight I got hit with severe chills bodyaches fever & cough...2 days later I tested positive for #covid today for the first time I finally got outside for some fresh air! Wow it hit me bad! Never been so sick! I know everyone is diff. Whole knew respect.,16,2,158,,,,,,
 lalalolanow,2020年12月27日,Help PLS! Friend needs help- lives alone & had some kind of mental breakdown -#Covid & his family problems. He used to have a drink problem (+ depression) & suddenly started drinking again. Got incredible panic/anxiety attack & checked himself to private detox clinic. 1 - cont.,2,3,2,,,,,,
 FarAndWide,2020年12月27日,"1 in 1000 Americans have now died from #Covid and people still actually believe it’s the flu, or worse a hoax.",1,7,20,,,,,,
 ClemAndEm,2020年12月27日,"How has #Covid affected you as a teacher, directly or indirectly? We’d love to hear your stories.",6,7,5,,,,,,
 RichardScribbl1,2020年12月27日,"Wasn't it only a few weeks ago when we were shocked by #Covid related deaths breaking the 60,000 barrier? Now we're through the 70,000 barrier and Johnson has his feet up.",4,30,54,,,,,,
 DonegalNoel,2020年12月27日,Even news of imminent start to vaccination programme seems unable to dispel the gloom ..... Let’s ready ourselves for a final assault on #Covid ... by really following the guidelines and restricting our lives in every major way possible ... #ThisTooWillPass,1,4,68,,,,,,
 RepSusieLee,2020年12月27日,"Its really simple.

If President Trump does not sign the bipartisan #COVID relief bill today, nearly 14 million Americans—including 200,000 Nevadans—could lose their emergency unemployment benefits after this weekend.",154,81,183,,,,,,
 Angelsfeartogo,2020年12月27日,"So out of 2,000 tests 36 lorry drivers had #covid .. political games",4,1,6,,,,,,
 btckr,2020年12月27日,"If you were told to stay at home, lock the doors, no visitors, because there are deadly killers lurking in every public space you'd probably obey.
#coronavirus #COVID-19",2,9,25,,,,,,
 aalkermd,2020年12月27日,"Allowing the virus to spread, allows the virus opportunities to mutate, and if the virus mutates in the right locations our vaccines will no longer work.  

We need to stop the spread of #COVID.",1,13,41,,,,,,
 LightfootInHwd,2020年12月27日,#Trump doesn't care about the suffering of Americans from his economic collapse or lack of concern for fighting #Covid. He's upset about Melanoma not being on the cover of Vogue. 70+ Million voted for this dumbass.  Her nude photos were more than enough. We've seen enough of her.,3,4,17,,,,,,
 MGFKitchen,2020年12月27日,"I’m trying to move past my #Covid experience...but there are so many people still taking risks, and making stupid decisions because they can’t go a few days without seeing people. Avoid seeing them now, or have a permanently empty chair at the table. Your decision. #StayHome",2,3,46,,,,,,
 i_am_jessica_b,2020年12月27日,My nine-year-old to my seven-year-old “don’t drink from the bottle we are in level five “  #Covid,1,1,34,,,,,,
 WETHEPEOPLEPACK,2020年12月27日,"Sara's friend Kathy called crying, Her next door neighbor's FOUR YEAR OLD DAUGHTER DIED this morning of Covid-19. She caught it at preschool.
RT if you think 
 Twitter
 
 jack
 should deactivate 
 realDonaldTrump
’s Twitter account for continuing to spread misinformation about #COVID",1,16,16,,,,,,
 Ttv_meeseLoL,2020年12月27日,"Collectively let's all burn our 2020 calendars all across the world on new years day.
#2020
#covid
#pandemic
#WorstYearEver 
#gamer
#streamer
#twitch
#twitchaffiliate
#twitchstreamer",1,1,1,,,,,,
 AniqaNisar,2020年12月27日,"The total count of #coronavirus cases has surpassed 80 million worldwide.
More than 1.76 million people have lost their lives because of #Covid.

These are JUST the reported figures,  the actual figures are far greater. 

#CoronaVaccine #COVIDSecondWave #Covid19UK #COVIDー19",6,1,14,,,,,,
 acharyaanupam,2020年12月27日,#SONY It is your moral responsibility to launch the #PS5 super soon in #India. Imagine how you can play an important role in controlling the spread of #Covid by keeping people indoors.,1,,5,,,,,,
 NapaValleyChick,2020年12月27日,"It is infuriating to see the pictures of large, multi-generational families gathering together on Christmas. We are NEVER going to get #Covid under control here if people keep doing this.",5,1,24,,,,,,
 BuenoForMiami,2020年12月27日,"I don’t doubt that #Covid is deadly. 

But as a 40+ person who’s had 2 cardio ablations... 
Keeping us locked down is not justified. 

I had it and got over it. I’m not lucky, I take good care of myself. If you are scared of Covid, do what you can to get as healthy as you can.",7,5,66,,,,,,
 DuggerDigs,2020年12月27日,"Holiday number case numbers are not accurate. But hospital patient numbers are pretty reliable. Ohio is now at 4,298 patients, lowest since Nov. 22. Ohio had 5,296 on Dec. 15. About a week from Monday will be key for these numbers - post-Christmas spike. #ohio #Covid #COVIDー19",4,2,22,,,,,,
 SeeFisch,2020年12月27日,"December 18-25 2020
#COVID illness 120,000 hospitalizations
#COVIDillness 20,000 death

COVID vaccine:  2 allergic reactions

Which wins?
#CovidVaccines",3,29,75,,,,,,
 michaeldickson,2020年12月27日,"With over 266,000 Israelis vaccinated, Israel plans to carry out 24/7 #covid vaccinations in order to have the vast majority of the population vaccinated by the end March. Hundreds of IDF medics will assist medical personnel, with 150,000 inoculations to be administered daily.",8,82,231,,,,,,
 BJKenno,2020年12月27日,"How come Irish covid app has not updated since Xmas eve #HSE
#Covid19Ireland #covid",1,1,1,,,,,,
 AlvinTedjo,2020年12月27日,"We learned today that my dad is now #COVID negative! Woo hoo  It’s great Christmas news, and so far, he’s felt much, much better. Thanks to everyone for their support.",2,4,184,,,,,,
 ansamaha,2020年12月27日,Brimming with disgust after finding out my in-laws had a Christmas get together. Proud of my family for using Zoom.  #covid #longcovid #stupid,14,7,293,,,,,,
 alicia0824,2020年12月27日,"My friend Kenny died. He was an amazing writer and thinker. He lived a blue collar American life until his 40s. He earned his BA in America, his Masters in Ireland. I loved him and I can't believe he's gone. #Covid #TrumpIsACriminal",2,1,7,,,,,,
 melaniemorris,2020年12月27日,Where are they still finding people in Northern Ireland to test positive for #covid every day???,1,1,6,,,,,,
 TiffanyDCross,2020年12月27日,"More than 1 million Americans have received #Covid shots, but federal officials say the government isn't likely to make good on the goal of vaccinating 20 million people by the end of this month. I've got questions and I'm sure you do too. Tune in to 
 CrossConnection
 #CrossTalk",12,30,194,,,,,,
 SassysavvyLia,2020年12月26日,"I just tested positive for #Covid 
I knew I hadn't fallen down any flights of stairs, which is how achy I've been feeling for 3 days
& I definitely wasn't hungover to give me this constant banging head
But handy that my flight was cancelled for tmr, as we're pariahs
#2020",83,7,113,,,,,,
 SherAndLil,2020年12月26日,"And into the next provincial lockdown we go. 

Stay safe, everyone! 

#WearAMask 

#Lockdown #OntarioLockdown #BoxingDay #BoxingDay2020 #COVID19 #Covid",10,3,31,,,,,,
 Garner4Senate,2020年12月26日,"We had 3,438 total #Covid deaths as of yesterday.
On average, we have around 3,400 deaths in Arkansas by #abortion per year.
I wish the left would react the same for deaths by abortion as they do for COVID-19. Both are serious health pandemics. #arpx #arleg #ARNews",11,11,43,,,,,,
 RosanneR429,2020年12月26日,So this morning I went and got the #Covid test and so did my husband. At this moment both of my parents are positive and my son is negative! Please #WearAMask,3,3,17,,,,,,
 himantabiswa,2020年12月26日,"Sad to share the demise of two #COVID patients today~ Late Gabinda Chkarbarty (70) of Bongaigaon and Late Prabin Das (75) of Kamrup. 

Condolences & Prayers. 

Om Shanti",19,33,397,,,,,,
 BaldPolitiKs,2020年12月26日,"#leopardstown today is utter nonsense and a mockery of so-called #level5 #COVID19 #Covid #COVID19ireland #COVIDIOTS #Covidiotas restrictions .
 RTEsport

 #HorseRacing #StephensDay .
 LeopardstownRC
 .
 HRIRacing
 .
 RacingPost
 .
 TheIrishField",1,5,3,,,,,,
 MGFKitchen,2020年12月26日,"Today, I’m tired. My whole body is tired. My right side feels better though, which is wonderful. This day, December 26th, will from here on be known as #NapDay. Please be responsible with your #BoxingDay shopping. Better yet, shop online! #Covid doesn’t spread online.",1,2,35,,,,,,
 real_mercyeke,2020年12月26日,"If I have #Covid I will be the one to tell y’all, as we approach 2021 let’s be more positive  merry Christmas and a happy positive new year 
Love y’all ",170,371,3809,,,,,,
 HeldinEU,2020年12月26日,"German tweet: I hope that 
 AldiUK
 and 
 LidlGB
 are closed today and their employees have a paid day off.
They have been #Covid heroes",3,8,59,,,,,,
 real_mercyeke,2020年12月26日,"I can’t even fathom how people will be so wicked and blinded by hatred and jealousy to always try to tarnish my image , I don’t have #COVID and COVID is not a death sentence like y’all are making it look”  
 VedicLifecare
 confirmed me negative lets spreed love",270,584,3929,,,,,,
 thosethatcan,2020年12月26日,"School staff and Covid. #CovidSchools
Looking for data on the numbers of school staff contracting #Covid compared to the general population.

Can anyone help?


 educationgovuk
 
 NEUnion
 
 ASCL_UK
 
 NAHTnews
 #edutwitter",3,12,14,,,,,,
 CAChirag,2020年12月26日,"Income Tax E Filing portal not working - have to login 10 to 15 times to upload one ITR 

Complete waste of Man-hours during this #covid times 

RT if you facing the same problem?


 IncomeTaxIndia
 
 FinMinIndia
 

#Extend_Due_Dates_Immediately 
#FMmissing",15,491,460,,,,,,
 Nrs_Kethz,2020年12月26日,"I just heard this morning that some care homes are already forcing some of their nurses to either take the #Covid vaccine or risk losing their jobs.
This may be the trend in the coming months.

This is truly the year of the Nurses, may God's protection continue to be upon us all",8,5,43,,,,,,
 Ibilola_Amao,2020年12月26日,"Which of the following group is focussed on a fair, equitable & safe world? Is a sinister plan  humanity unfolding? 
#GreatReset
#COVID19 #Covid #5G #AI 
#tweetgen
#YouTuber
#HumanRights
#freedom

 UN
 
 UNHumanRights
 
 WHO
 
 wef
 
#FeedBackNigeria

 FeedBack_Nig


 MBuhari
 
 ProfOsinbajo",,,,,,,,,
 DrAliSKhan,2020年12月26日,"I will not be surprised if America eliminates #COVID in 2021  It may take awhile to do the right thing, but never bet against American grit and ingenuity.",13,15,193,,,,,,
 m_hoehle,2020年12月26日,"Dear #COVID-19 data scientists, public health institutes & armchair epidemiologists: Are your data munging and analysis scripts prepared for the 2020/2021 change?

- ISO 8601 week 53 coming up

- Week 2021-W01 follows week 2020-W53 (if you used only week number, you got trouble)",2,2,18,,,,,,
 Mansi26316887,2020年12月26日,"Dear  goairlinesindia ,

Kindly note that we dont want to reschedule the flight which was cancelled due to #COVID19. Transfer the refund into our bank accounts ASAP. We need money urgently. Kindly find all the details in DM.

#coronavirus #Covid #goair #refund 
 DGCAIndia",2,2,3,,,,,,
 StephenMcDonell,2020年12月26日,"Bit of a fresh #coronavirus outbreak has emerged in #Beijing. Authorities say they will test 800,000 people in and around the city’s #Shunyi area. #covid #China",18,134,283,,,,,,
 Tara_Swanigan,2020年12月26日,"My husband gets his #COVID vaccination tomorrow. He’s not really on social so he will live tweet on my account for the next few days.

After losing my dad, I pray this can give info to anyone who is scared of the vaccine.

#thisisourshot

 MarkedByCovid
 

 Cleavon_MD
 

 drcarroll",6,11,136,,,,,,
 ashokatluri,2020年12月26日,I still don't understand why doctors are prescribing temperature reducing medicines for #Covid-19? Isn't fever body's natural mechanism to fight Covid-19? Prescribing Dolo might be actually aiding the virus. Comments?,4,,4,,,,,,
 rameshlaus,2020年12月26日,"#Superstar 
 rajinikanth
 to undergo more routine tests today, including a new #Covid test.. 

He is stable.. Expected to be under observation for a couple of days..",5,233,3004,,,,,,
 longhaulercovid,2020年12月26日,"I have a question for the #longhauler #covid patients.

When you contracted COVID and were symptomatic, when did you receive treatment? 

I’m not talking about treatment for long-hauler, I’m talking about COVID itself.",,,,,,,,,
 RavMABAY,2020年12月26日,"Hamilton
AIDA
Rent
Les Miserables
The Book of Mormon 

Art gives voice to our souls, expresses our agony and hope and rage, & lets us dream together.

As we move through #COVID, celebrate & support our artists to shape our moral imagination & enable us to get to the other side.",3,11,90,,,,,,
 RicharLisa,2020年12月26日,Perhaps the best Christmas gift I have received in years came yesterday: a phone call to schedule my appointment for the #covid vaccine. I almost cried both with joy and with relief. And my dad just said to me: “We are so glad that you will soon be safe.”,10,23,612,,,,,,
 heartswontlie14,2020年12月26日,"Guys can you imagine if we get a Christmas/gospel concert once #covid is over from 
 carrieunderwood
?? Oh I’m imagining this...it will be beautiful #carrieunderwood",1,2,24,,,,,,
 theautismdad,2020年12月26日,"I'm disgusted by the amount of people ignoring public health guidelines and selfishly endangering not only their own family but everyone in their path. Our doctors and nurses are literally begging everyone to stay home or at least #WearAMask
Why is this so fucking hard? #covid",9,13,90,,,,,,
 MLeCraquepot,2020年12月26日,"As a #Brexiteer I know millions of Remainers are hoping we encounter problems so they can say ""we told you so"".If they do, it's the proof genuine #democracy never mattered to them. Nor, the principle of being able to remove people from positions of power. This matters most #covid",1,1,2,,,,,,
 CliffJonesGP,2020年12月26日,"I'm quite sad about the lockdown and not being able to see family...
But it is necessary 

It is disappointing when you see people you know stretching* the rules
Just because you haven't been personally affected by #covid doesn't give you free rein to ignore rules 

(*breaking)",1,2,13,,,,,,
 jabarocas,2020年12月26日,Anyone who thinks that the winter solstice is the longest day clearly does not have children on a rainy December day during #Covid,2,,31,,,,,,
 DrShepherd2013,2020年12月26日,"Particularly thinking of those of you that lost someone (or know someone who did) to #Covid ...Didn't spend Christmas with my mom out of abundance of caution/caring at her request but for many families, it is far worse...Thinking about you",5,5,89,,,,,,
 NFitzPsychology,2020年12月26日,"Well that's Christmas Day in a pandemic pretty much done & dusted. 

Whether yours was a lovely day or an awful day, enjoyed or endured, we've gotten through the day that was the focus for months. 

One more pandemic milestone under our belt. 

#Covid #Christmas #WeGotThrough",24,36,1043,,,,,,
 kkidia,2020年12月26日,"Our COVID wards are full and I'm working at the hospital this Christmas holiday. My husband is at home alone. I was feeling guilty about getting a #COVID vaccine early, but as I scroll social media and see all the gatherings, I think I deserve this damn vaccine.",2,3,141,,,,,,
 jalak_rawal,2020年12月26日,"It sucks to know that even COVID-19 found a new strand to match with but not you 

This wedding season even #COVID got #hitched",12,25,605,,,,,,
 VoiceShepherd77,2020年12月26日,"In the last 2 days, I have learned of 2 people to whom I am connected who have died or will likely die of #Covid w/o the #Lord's intervention. And I know of others who are on the brink. If you are a believer in #Christ, no matter where you fall on the political spectrum, 1/",2,,2,,,,,,
 tdbhate,2020年12月26日,Thinking of all my friends and colleagues covering the #ED #ICU and #Covid wards today. Medicine always means giving up precious time over the holidays but this year feels particularly hard. Stay safe-we’ll make it through together!!! #vaccine #feminem #christmascall,1,3,41,,,,,,
 Tennesseine,2020年12月26日,"My state, North Carolina, has a Democratic governor who’s taken #Covid seriously. Our death rate? 606 deaths per million. 

South Carolina has a Trumpkin governor. Death rate? 979 DPM.

Elections have consequences, especially when we have an apathetic and incompetent president*.",3,8,84,,,,,,
 RichardWambuga,2020年12月26日,"Thank you 
 FrankWALUSIMBI
 for that story #Covid-19 and the arts 
Amazingly comprehensive 
 
 ntvuganda",1,1,11,,,,,,
 Dontstopbelief,2020年12月26日,Please pray for my father in law! Hospitalized with #Covid and struggling! Please!,42,30,237,,,,,,
 CherylKagan,2020年12月26日,"On #Christmas Day, I'm thinking of my constituents in 
 GburgMD
 & 
 Rockville411
 who STILL haven't gotten the #unemployment benefits they've earned. Hoping that 
 MD_Labor
 will be working next week to help these #Maryland workers! #UI

 GovLarryHogan
 #COVID",2,4,3,,,,,,
 GiftCee,2020年12月26日,"Oh I forgot my Christmas Tweet, Merry to my followers & those I’m following

My message:
2020 was a hard year,re: #Covid, Joe Biden stealing an election, but for #Brexiteers a huge victory as #Brexit is finally delivered

To Donald Trump, stay strong you won, nothing can beat it.",8,18,141,,,,,,
 ColinPClarke,2020年12月25日,"Sending  wishes to anyone spending the holidays alone, feeling lonely or forgotten about; to all of our scientists & medical professionals working 24/7 to fight #Covid; and to our troops overseas. In the spirit of Christ, praying for more peace, less hate. #MerryChristmas ",1,3,31,,,,,,
 StandWithUs,2020年12月25日,"Did you know? 
#Israel has ranked first in the world for the number of #COVID-19 vaccines administered per capita. ",24,37,172,,,,,,
 WynnWs,2020年12月25日,"I have been hospitalized with COVID-19 and pneumonia. Everything is hurting and blood oxygen is very low. I am  on remdesivir , antibiotics and steroids and will be here at least five days. Please pray for me. This is so scary. #covıd #prayersneeded",29,11,54,,,,,,
 mshyama,2020年12月25日,"For the first time since 1st April, Dharavi today registers Zero case of #Covid positive.

 DDIndialive
 
 DDNewslive
 
 ddsahyadrinews",3,8,20,,,,,,
 Ctl_Alt_Del,2020年12月25日,"If Santa tests positive for #COVID we're all fucked
#SuperSpreader",1,3,10,,,,,,
 LenMcCluskey,2020年12月25日,"Sending support to our 
 British_Airways
 cargo workers this morning, who've walked out against the company's efforts to slash their pay under the cover of #Covid. You’ve worked around the clock bringing in crucial freight from around the world, including life-saving PPE. 1/4",19,301,965,,,,,,
 ThyroidAction,2020年12月25日,"For those of us not able to go out even before #Covid shielding can we have photos of the world please? And calm videos ie no rapid panning around.

Weather in all its variations, skies, trees, sea, lakes, rivers, hills and anything higher, your dogs enjoying their walks etc.",4,1,1,,,,,,
 Iloveautumn2,2020年12月25日,"I'm sitting here alone for the 1st time at xmas thanks to this 'govt's (deliberate?) mislandling of #covid wondering what sort of person celebrates throwing away the freedoms, rights & prosperity their forefathers fought & died for in WWII. What sort of person does that?",26,56,281,,,,,,
 AirForce_Carl,2020年12月25日,Thinking of everyone waking up today that has lost someone to Covid or that is spending Christmas alone due to covid restrictions. #CovidChristmas #covid,3,1,37,,,,,,
 latasrinivasan,2020年12月25日,#covid symptoms don’t immediately show up when exposed to someone. Often takes a few days. So we need to do multiple tests - fyi,2,1,21,,,,,,
 MelbFabulist,2020年12月25日,"WTF IS WRONG WITH COMMERCIAL TV NEWS! I know that sounds like a rhetorical question. Both 
 9NewsMelb
 & 
 7NewsMelbourne
 gave time to 
 Hillsong
 & 
 brianhoustontv
 a man who blames victims of paedophiles for their crimes. Shame on you both. #Christmas #Covid",2,6,13,,,,,,
 African_Spring,2020年12月25日,Do you think those tribes living in the Amazon have #Covid ?,14,6,23,,,,,,
 MooreLaughter,2020年12月25日,"It's a shame & an insult to #Americans that since July 31st 
 realDonaldTrump
 
 SenateGOP
 
 SenateDems
 have been playing games w/w #OurLife in passing the #COVID19ReliefBill #StimulusCheck. Maybe if we stopped paying them they'd pass a FAIR #ReliefPackage for US w/out delay! #COVID",1,1,5,,,,,,
 abusbello,2020年12月25日,"Merry Christmas, my dearest Nigerlites. As we mark this holiday, because of #Covid—19 concerns, I wish to appeal to you to avoid large gatherings and to #StaySafe. 

Happy holidays.",9,11,61,,,,,,
 MiaStJohnBoxer,2020年12月25日,"Right 
 GavinNewsom
 I’m going to tell my 86 yr old mother in law to spend Xmas alone, without her grandchildren in order not to “congregate”. Not. She’d rather die of #covid",15,5,43,,,,,,
 ElayneBoosler,2020年12月25日,"For Xmas I bought hubby an entirely new designer wardrobe to show optimism & hope 4 the world someday returning. He bought me a thermometer, hard to find since #Covid began, & 2 cute dish towels. U can bet ur ass he is going to be making a BIG FUCKING DONATION TO #tailsofjoy.",5,6,87,,,,,,
 MegRaeB,2020年12月25日,"Based on the photos I’m seeing, we’re super in trouble. People hella went home for a California Christmas and no one is wearing masks or social distancing. #covid",6,1,48,,,,,,
 luisa8195,2020年12月25日,"I find it interesting that at the EXACT same time they found a “vaccine,” Covid “mutated.” Wow! What a coincidence! #COVID19 #covid #vaccination",1,,,,,,,,
 bronwynnewilton,2020年12月25日,"With a child in hospital this Christmas, it makes me even more aware of the ripple effect of COVID-19. I have so much gratitude to the healthcare system and respect for frontline workers. It’s a no-brainer: wear a mask, wash your hands, and stay the blazes home. #onpoli  #covid",23,4,127,,,,,,
 JasonMHouck,2020年12月25日,"It's been a very sad week. Our neighbor passed away from Covid on Monday. My Uncle passed last night about 8pm from Covid and Pneumonia and about 2pm our retired pastor passed away today from Covid. He had been on a ventilator. Folks, #Covid is real...please wear your mask.",13,7,41,,,,,,
 marcusgrube5,2020年12月25日,Still undefeated!  #1-0 #Covid,2,1,17,,,,,,
 RickyGroverUK,2020年12月25日,"Be honest, we can't really get our nut around #Covid or the #tierlockdown system, let alone the #BrexitDeal but ones thing's for sure, if we keep thinking everything is gonna go bandy, it will. 
But if we act like things are gonna get better in 2021 then we've got half a chance!",15,5,112,,,,,,
 florezcata,2020年12月25日,"#BREAKING Another day of record testing in NSW - 69,000 from which there were 7 new #covid cases recorded - 6 linked to Avalon cluster 

 SBSNews",2,2,14,,,,,,
 RepRoybalAllard,2020年12月25日,"On Christmas Eve, as our nation endures an ever-worsening pandemic & economic fallout, House GOP has blocked Dem efforts to provide Americans with $2K #COVID relief checks. It's indefensible, & Americans will remember this cruel move by the GOP.",4,18,44,,,,,,
 SMHopkins,2020年12月25日,"Merry Christmas one and all. Thank you all for your support over the last 12 months. Hope everyone working in health, social care and public health manages to get a break as the work we do will continue 24/7 on #COVID",21,18,305,,,,,,
 yates_rob,2020年12月25日,All I want for Christmas is a universal #COVID-19 vaccine - allocated equitably,1,4,27,,,,,,
 MattYoungCTV,2020年12月25日,The pandemic is an excellent opportunity to analyze US private vs. Public health care in Canada.  Some interesting statistics.  #yxe #skpoli #cdnpoli #uspoli #covid,1,1,3,,,,,,
 aynrandadvocate,2020年12月25日,"You don’t try to prevent the spread of a virus. You prevent serious illness and most importantly, death. Make high-risk people healthier and more resilient or keep them isolated. DON’T limit or harm the healthy; This will actually make everything worse. #covid",1,1,1,,,,,,
 rajsivaraman,2020年12月25日,"Hi - I am a virologist who lived through the first peak in NYC and AZ, had to travel 3 times this year, and through all that - have never gotten #COVID19.

I like to think I’m the Michael Weston of #COVID, and here’s a thread to keep you and loved ones alive /1",2,5,19,,,,,,
 AlexBerenson,2020年12月25日,1/ So it is increasingly clear from the European all-cause mortality data - which comes in faster than US data and is less inflated by lockdown deaths from overdose/homicide - that the fall wave is significantly overcounting #Covid deaths. This looks especially true in the UK...,29,250,1195,,,,,,
 frequentbuyer1,2020年12月25日,"Trump is pretending like he cares about people & that’s why he won’t sign #StimulusPackage. Keep in mind, he’s in Florida golfing while you try to figure out how to not get evicted & as other Americans mourn the loss of 326,000 from #covid. #TrumpIsACompleteFailure",2,7,26,,,,,,
 sbroderfingert,2020年12月25日,"As a hospitalist I can’t say how relieved I am to see all my consultants getting their #Covid vaccines. I need those people healthy!!! 
 RobynCohenMD
 
 AmySobota1
 
 drmaypole",1,1,16,,,,,,
 KemiOlunloyo,2020年12月25日,"I have spoken to quite a few people that attended #Shiloh2020 to immediately isolate for two weeks. Many did not wear masks nor social distance. MANY PASTORS are also sick with #Covid19 symptoms. 
 LSMOH
 should immediately SHUT DOWN Oyedepo's church now. I'm a #Covid expert
(2/4)",16,17,57,,,,,,
 CricketBrooksy,2020年12月25日,"The Govt that keeps on giving in its litany of #Covid failures

Lockdown strategy - failed
Track and trace - failed

Now, over 80’s of #CovidHotspot Central Maidstone are left at  Xmas scared & trying to stay safe to news vaccine has run out until 2021

#shambles 
 BBCRadioKent",1,1,1,,,,,,
 LeftistDad,2020年12月25日,"As Ireland passes China for #Covid-19 cases we'll get lots of tedious types saying China's numbers are understated. 
This from cheerleaders of an economy built on bullshit numbers in a few spreadsheets from New York and San Fran.",1,2,7,,,,,,
 molsauer,2020年12月25日,"My dad—an EMT—just got his first dose of Moderna’s #COVID vaccine and immediately called to share...and assure me he will still be masked up, social distancing, and staying home this holiday!!",2,1,7,,,,,,
