name,date,content,share,retweet,like
Democracy_Spot,12/18/2021,"IMO | With 800,000 lost souls and doubling infection rates in the US, 
@CNN
 (or anyone else) should NOT devote 6:00 to how #COVID is ""affecting Sports schedules!"" #FFS

It's macabre!",1 ,2 ,7 
Overseasrights,12/18/2021,"#Covid - #Omicron 

Denmark, Ireland, Netherlands cinemas Closing from Today.

#UK Cinemas are going to close after Christmas for 2 weeks.",3 ,20 ,36 
Paul54Aussie,12/18/2021,"Flew into #Brisbane #Queensland today, direct from #Melbourne.Had BorderPass inc Covid details, all ready.  But NO #Police bothered to check. There wasn't even a #QRcode check in at the Arrival door! No wonder #covid leaks into Qld. 
@AnnastaciaMP
 
@9NewsQueensland
 
@JoeDoesNews",52 ,38 ,89 
allergymumscouk,12/18/2021,"Asthma UK boasting on line about their achievements when they've failed to influence policy to get asthmatics prioritised for covid vaccine astonishes me. They should be reflecting & reorganising to become effective advocates, not crowing online. #asthma #asthmaticsatrisk #covid",6 ,4 ,25 
LongCovidHell,12/18/2021,"So many of my friends are testing positive for #Covid this week! It’s everywhere!  Lots of school kids too. I wonder how many teachers... 

So many Christmas’s ruined and all so bloody unnecessary 

#Omicron #OmicronVarient #COVID19 #schools #education #edutwitter #Covid_19",2 ,17 ,45 
Malik_Sohale,12/18/2021,I am missing #Covid era at least we work for huminity helped each other generously sat to geather laughed cried worried but we met at least enjoyed the games movies and an unseen fear...  i want #covid back i am missing my friends,1 ,1 ,2 
Daniel_K_Morgan,12/18/2021,"“I know someone who had the vaccine but still got covid - it doesn’t work!”

A vaccine is not a cure like a drug. It is a way of preparing your immune system to make antibodies that will help you defend yourself against a virus if you catch it. Did you miss GCSE science? #covid",1 ,1 ,16 
Sarahbu72,12/18/2021,"In the Medieval period people believed the plague was caused by:
1. God
2. The Jews poisoning water
3. The planets 
4. Sin
5. Disobedient children
6. Foreigners 
7. Miasma 
The anti science brigade probably still believe in many of these #antivaxxers #COVID #WearAMask",4 ,7 ,46 
joshfoxfilm,12/18/2021,"Air pollution killed 10 million people in 2020. 

Air pollution also killed 10 million people in 2021. 

As bad as #covid is, the death toll from the fossil fuel industry is much much worse. 

Every. Single. Year. 

#endfossilfuels. #GreenNewDeal",8 ,17 ,33 
BitaScicomm,12/18/2021,"With #omicron in the picture, we all get #COVID-19. It might be sooner or a few months later, but we will eventually all get it.

If you are vaccinated& you breath the virus, your immune system can recognize it quickly&send out the right antibodies so you don’t get severely ill!",6 ,6 ,34 
drobwlldiad,12/18/2021,"One of the big reasons AustGovt said asylum seekers had to spend so much time in immigration detention was because they might have tuberculosis, which can take up to 18 months to show

So now we just forget about health and safety because #covid is too hard?",4 ,14 ,68 
B52Malmet,12/18/2021,"Radio City Music Hall’s Christmas show is a seasonal staple in NYC. Maybe you saw the #Rockettes performing at the Macy’s Thanksgiving Parade. The Rockettes' shows scheduled for 11 a.m., 2 p.m., 5 p.m., and 8 p.m. on Friday all cancelled. #Covid kicks.",22 ,64 ,209 
loriannlarocco,12/18/2021,"Record #covid cases close #therockettes Rockettes cancel remainder of 2021 season ""due to increasing challenges from the pandemic""",1 ,1 ,5 
SteveScottNEWS,12/18/2021,"BREAKING: 
@RadioCity
 
@Rockettes
 #ChristmasSpectacular canceled for rest of season due to #COVID. 
@wcbs880",1 ,1 ,2 
GiftCee,12/18/2021,"I’m hearing some people say ‘Boris is not up to the job’

Anyone would have given up leading ungrateful people like the British people

The man almost died of #Covid and the first thing he did when he recovered was to get back to work

Civil servants had a party & it’s his fault.",96 ,168 ,797 
MVGutierrezMD,12/18/2021,"Just a reminder that mild #Covid still causes #LongCovid (and with much more frequency)  

Please remember that even if #Omicron is “mild”, it isn’t here to play nice.",3 ,8 ,63 
shellhun44166,12/18/2021,"Does anyone else miss life before Covid ? I’m in a bubble with boys and thought this would be short term but it’s never ending !!                      And I can’t find Rice Krispies !!                    And people are mean , world has gone nuts !! #Life Goes On  #covid #sons",4 ,4 ,41 
NebulousNikki,12/18/2021,"I feel with omicron that we've somehow time-warped back to 2020. In Ontario, the most cases we had in a day were 4,812 in April, and that was with a gradual increase. Today we jumped to 3,142 from 1,808 two days ago. Uuuugh. #covid #omicron",3 ,1 ,17 
MeghanWise_,12/18/2021,"Over the last couple of months I've been working on a Climate Mental Health & Wellbeing handbook for instructors to embed climate wellbeing into course structure.
It feels both grounding & existential to work on something like this as we careen into #Covid & #climatechange.",1 ,2 ,8 
dervishgirl1,12/18/2021,"Another Ontario #Covid press conference, another unanimous demand for *greater restrictions* from the media: “Why aren’t you shutting down bars and restaurants?” “Why are funerals being allowed to proceed?”  #onpoli #OmicronVirus",19 ,17 ,88 
gregmacp,12/18/2021,"Ontario's head doctor just said that people with 2 shots shouldn't put their parents - who have had three shots - at risk by seeing them over Christmas.
Doesn't say much about the shots, does it?
#onpoli #ontario #COVID",7 ,1 ,16 
KTLA5AT5,12/18/2021,"A new survey finds 2 in 3 Americans feel closer to their families than ever before, thanks to Covid. Do YOU have a stronger family bond since the pandemic started? #covid #pandemic #family #holidays #polloftheday #ktla5at5 
@PedroRiveraTV
 
@chercalvin
 
@KTLA",,,
SarahDeNicolo1,12/18/2021,Melbourne Showgrounds #covid testing is packed and it’s 730am,2 ,1 ,2 
_mattjensen,12/18/2021,#Covid ain’t ever going away. Like ever. Just like the flu. Flu is spread all over with asymptomatic people. Nobody blinks an eye. Just open everything. Stop all the bullshit shutdowns. Ppls businesses won’t be able to survive. Make ur health a priority. Get vaxxed if u want…,3 ,3 ,12 
mmusJu,12/18/2021,Be careful out there folks - somebody I know #FullyVaccinated and #Boosted (over a month ago) and #flu jab - mild cold like symptoms but no aching +ve #lft waiting for #pcr test #covid #Omnicron,5 ,8 ,13 
WynnWs,12/18/2021,"The US is now averaging 121,707 new Covid-19 cases each day, according to Johns Hopkins University. New case rates have been holding steady over the past week (up 3%), but at levels last seen in September at the end of the summer surge #Covid_19 #Covid",4 ,4 ,15 
JeekMediaGroup,12/18/2021,"Sheffield hospitals full, 300 we’ll patients ready for discharge but no room in social care system to take them. None of that is COVID related just underfunded healthcare system and standard winter pressures! #covid #OmicronVarient",1 ,1 ,1 
SteveScottNEWS,12/18/2021,"BREAKING: 
@GovKathyHochul
 says #NY reported its highest single-day positive #COVID total of the entire pandemic era Thursday, with more than 21,000 positives cases. 
@wcbs880",2 ,10 ,3 
GretchenSPeters,12/18/2021,"Just this week, new data shows deaths from poisonous pills have outpaced #covid for people under 45. This $hit is moving through #socialmedia. I'm not talking about some teen with a grow farm in his closet selling joints on #instagram. I'm talking about deadly pill factories.",1 ,9 ,26 
JulesBass6,12/18/2021,Anyone know where I can find real-world data on #COVID vaccine #myocarditis in kids 5-12? I know this was a concern early on. Wondering what the data show and if the concern has panned out or been alleviated?,4 ,1 ,5 
EbonyJHilton_MD,12/18/2021,"#MedicalProviders, pop quiz:
A) Are some viruses known to cause #Cancer?
B) Are some viruses known to remain #Dormant & reactivate later?
3) Are we unsure if #COVID will behave like viruses in question A & B above?

If “yes” to all, STOP calling #Infection of any severity #mild",3 ,39 ,116 
Boghuma,12/17/2021,"This is not an epi study but too many people I know (vaccinated) are testing positive for #COVID. 
All have ""mild"" symptoms but mild is a very relative term. Fever, cough body aches serious enough to keep you in bed for 2 days IS consequential for work and life.
Please stay safe!",1 ,4 ,25 
DavidLepofsky,12/17/2021,"#DoFo 
@fordnation
 it's been 1,051 days 2.75 years since you got 
@HonDavidOnley
 report. Calls for strong new action on #accessibility for people w/ #disabilities. We need a real action plan. Your delays create more hardships during #COVID crisis #AOda",1 ,15 ,19 
JamesAithie,12/17/2021,"Watching the First Minister's #Covid update. My god I feel sorry for the poor people in England, who have to put up with a split bin bag of mouldy pizza dough as their leader. #Omicron",11 ,46 ,212 
dianefwriter,12/17/2021,We're now at that stage of the pandemic where my desire to see you will be measured directly against my desire to stick a long swab up my nose! Have I mentioned I have major introvert tendencies and an aversion to sticking things up my nose? #covid,2 ,2 ,12 
Proudofstroud,12/17/2021,"Hi 
@AirbnbHelp
 I’m waiting to hear from a host (
@InterhomeCH
 ) regarding a booking. I’ve filtered free cancellation via 
@Airbnb
 but when I go to book, it is not free cancellation. Urgent help pls as trying to resurrect a holiday….#french #cancelled #covid #travelban",2 ,1 ,1 
GlennBBC,12/17/2021,Omicron has replaced Delta as dominant #covid strain in Scotland,31 ,10 ,13 
Stale_Bull,12/17/2021,"Genuine questions, does anyone know how or why the Chinese had so many LFTs ready to go? Also, why in Britain, when we have British LFT makers, we continue to use shitty Chinese ones? #LFTs #BuyBritish #Covid",1 ,1 ,4 
EstergrenSue,12/17/2021,School District 196 is sending hone #covid test kits to use for visiting family before the holiday and before returning to school.They still have mask mandates too. Rapid COVID-19 tests available to District 196 students,6 ,2 ,11 
Nate_McMurray,12/17/2021,"Everyone keeps waiting for things to go back to normal, but there is no normal. Not after #January6th and the mishandling of #COVID.

In this new era, an era of new threats, we can be strong, but only if we adapt. Our country and the world is different.",3 ,11 ,43 
dealatrip,12/17/2021,"#covid TV News briefing from Sturgeon at 12.15pm

Get the remote / mute button ready",1 ,3 ,20 
evans_connie,12/17/2021,"Anyone in the UK spending Christmas alone in isolation due to a positive Covid test please get in touch if you'd be happy to have your thoughts published on 
@mailplus
 ! #journorequest #covid #isolation",2 ,5 ,8 
HealthwatchWarw,12/17/2021,"COVID Vaccination in Rugby:
 Locke House, The Railings, Woodside Park, walk-ins 7 days-a-week 8am to pm Monday-Friday, 8am to 5pm Saturday and 8am to 2pm Sunday. 
Hillmorton Ex-Service Men’s Club, walk-ins this Saturday 18th between 9am to 6pm. 
#Rugby #COVID #vaccines",1 ,2 ,1 
mapesdave,12/17/2021,"#covid #covidtoddler my daughter who is 22 months old got covid 3 days ago. Both myself and my wife have tested negative through PCR and multiple lateral flow tests, we are both triple jabbed.

There is very little information online about what to expect with a toddler with Covid",2 ,1 ,3 
MartyMtweets,12/17/2021,Pubs. Restaurants. Hospitality sector.  Lets wait and see what the official word is later. Maybe we'll get till 8pm!? #NPHET #Covid #Curfew,6 ,1 ,6 
LloydSampson,12/17/2021,If you know someone that is single or lives alone and they are in self-isolation please reach out and let them know they are loved. It is pretty damn miserable. #Covid #mentalhealth #Christmas,1 ,3 ,22 
drfixus,12/17/2021,"For those who “don’t live in fear because #COVID is just a cold,” the healthcare system is crumbling under the crushing weight of this pandemic. If you have a medical emergency a hospital may not be able to give you the care you need. We all use the same system. #GetVaccinatedNow",8 ,76 ,250 
Greg_CHF,12/17/2021,"We’ve all just got used to getting vaccinated because everyone is asking to see a certificate, to wearing a mask and checking in with QR codes. Now we have 2000+ #Covid cases a day #NSWgov expects me to mingle with people who don’t wear a mask & aren’t vaccinated? Crazy? #nswpol",22 ,164 ,1005 
EVERALDATLARGE,12/17/2021,At this time we are preoccupied by #Covid & #Christmas as well as corrupt #Politics so we have overlooked our lack of #affordablehousing & continuing poor quality of #agedcare. Its time we got them back on the priority list for urgent action.,4 ,20 ,93 
SPBMcKenna,12/17/2021,"We all know #Covid is airborne!

So we need multiple layers of protection, regardless of vax status!

Best advice:

 Wear a face mask to AVOID inhaling someone else's exhale!",1 ,3 ,12 
Michael_O_Regan,12/17/2021,Difficult to get the significance of a 5pm hospitality closure. #covid,118 ,19 ,413 
AndreaLNicolas,12/17/2021,"BREAKING: December 28th is D-DAY for relaxing restrictions at 90% vaccination. 

No cap on home gatherings. 

Fully vaccinated venues allowed stand-up drinking and dancing at 75% capacity.

It comes as SA records an explosion in new cases - with 64. 
@7NewsAdelaide
 #covid",14 ,14 ,26 
TonyTodd54,12/17/2021,"Shame I twisted my ankle and have to return to #LosAngeles earlier than expected.  Plus #covid definitely on the rise. Took an hour through 
@TSA
 be smart , Follow science  
This Caca is real. Not fake. Brace for another Tsunami. #God is real got 3 A list projects on the table.",57 ,33 ,334 
paulakampf,12/17/2021,"We need more quick tests for COVID and we need them EVERYWHERE, NOW. #COVID19 #Omicron #CovidTesting #OHIO #COVID",4 ,4 ,34 
1965EPerez,12/17/2021,I think we are all going to get #COVID due to the rapid spread of the Omicron strain. The vaccine helps to lessen the severity but in my opinion for those unvaccinated it may cause long term severe illness and possibly death.,3 ,2 ,8 
Jim_Gardner,12/17/2021,"Covid-19 cases up to 120 thousand per day, 40% increase from two weeks ago, Universities are shutting down, sports team rosters are being ravaged, Phila health officials are advising no big family gatherings for Christmas. Haven't  we been here before? This could get ugly. #covid",16 ,23 ,118 
HelenAshby72,12/17/2021,"#Covid cases are growing exponentially.

Hospitalisations and deaths are remaining low & steady.

But the impact of 10 days isolating is crippling health and social care and most businesses & #LongCovid is rife 

So it is still vital we try to not catch it or spread it.",1 ,1 ,29 
BayerPicciotti,12/17/2021,"Pleased to join 
@SiriusXMPatriot
's 
@StacyOnTheRight
 tonight at 10:04 pm est tonight to talk about #SCOTUS' decision to deny emergency relief to #HealthcareHeroes with #religious objections to NY's #COVID #VaccineMandate.",1 ,4 ,11 
CKWS_Shauna,12/17/2021,"My 10 year-old daughter heading out the door for her second #COVID-19 test this week after 7 days isolation in #ygk.

""They had a huge jar of candy canes there last time and I really hope I get one tonight!""",7 ,5 ,140 
tracysherlock,12/17/2021,"Tracy's COVID update, day 7: Mild symptoms. Mostly feel normal, except head congestion. Occasional headache. Did u know people with #COVID allowed to go outside for walks, alone and masked? I did not know this, until testing positive, but I am so, so grateful for the fresh air.",14 ,6 ,132 
NickyFrank30,12/17/2021,"Guys, young people disapprove of Biden because they are sick of their lives being turned upside down because of #COVID.
Talk to more young people. Like...a wide variety of them, not just 25 year old bloggers from Bushwick with a BA from Michigan State who wants his loans canceled",5 ,18 ,137 
vodkaangel22,12/17/2021,90k new #Covid cases in the last 24 hours. Most of the hospitalised cases are unvaccinated people  (according to news headlines on the BBC 10 o’ clock news),2 ,1 ,1 
KTLA5AT5,12/17/2021,"Poll of the Day: Do YOU think California goes far enough to protect residents from Covid? #covid #omicron #california #covidrules #polloftheday #ktla5at5 
@PedroRiveraTV
 
@chercalvin
 
@KTLA",,,
SEAZajac,12/17/2021,"Y’all out there still fukin’ around like #Covid ain’t a thing. 

It’s exhausting af.",1 ,1 ,4 
nowMrsMFL,12/17/2021,"Second year running trying desperately to not catch #COVID right before christmas is just the most extreme sport ever and it’s exhausting  
#Omicron",2 ,2 ,46 
hpcnotes,12/17/2021,"The biggest problem facing this country, and world, is not #Covid or #Brexit or #ClimateCrisis - it is the mass stupidity of a large fraction of the population that dogmatically denies these are real problems, ignores reality, and cripples our ability to optimally deal with them.",3 ,5 ,16 
Ecko1957,12/17/2021,"Ski Holiday gone. Christmas wrecked. Let's think about it. £200 animal health certificates. £400 on tests. £260 on roofbox. Apartment a lot. So kind of you 
@EmmanuelMacron
 
@BorisJohnson
 No logic at all. Omicron will have infected both your countries in about 4 weeks. #Covid",1 ,3 ,3 
blackiowanews,12/17/2021,"Scheduling a routine procedure. She asked if I was vaccinated so I asked her if everyone involved would be vaccinated and she said, “No, it’s not required. Some are, some aren’t.” Now I don’t want to go.#covid #OmicronVariant #blackhealth",19 ,10 ,134 
_TheAncientOne_,12/17/2021,Here I am. 2 times vaccinated with #Booster.  #Covid positive with symptoms. Stay safe. I failed to do so,11 ,3 ,13 
btckr,12/17/2021,"Health authorities in Qld & NSW (at least) are worried abt the alarming rise in #Covid-19 cases.
But hey, no worries, spend up BIG, it's christmas & there's an election to be won.
WA, where Libs are a distant memory, sensibly maintains its border.",3 ,20 ,70 
carolmatas,12/17/2021,"I don’t think it is too early to demand 
@HStefansonMB
 resign along with 
@PCcaucus
   We need an election now. They can’t govern, they won’t govern, they don’t believe in governing. Step aside. There are plenty of people here in #MB who can do your job. #mbpoli #Covid #Omikron",4 ,20 ,111 
fan_oiler,12/17/2021,"If the recent uptick in #Covid cases in the #NHL & other major sports demonstrates anything it’s that the vaccines do not prevent the spread of Covid, which is the stated purpose of the passports/mandates, which means those measures are useless & simply punitive",1 ,6 ,9 
BenedictePaviot,12/17/2021,"#Covid #UK: 88,376 new Covid cases in the last 24 hours and 146 further deaths recorded. #F24",2 ,5 ,5 
Little85Chicken,12/17/2021,"If you live in NYS, please wear your mask when indoors when required.  If you don’t like it, MOVE or don’t go out.  Don’t be disrespectful to the workers. #nys #covid #Covid_19 #Respect   #Retail",1 ,1 ,1 
iandonald_psych,12/17/2021,"Today 88,376 new cases of covid (not counting reinfections) and still 
@BorisJohnson
 promises and reassures his party that there won’t be a #lockdown - Their donor’s profits are safe. #covid",,12 ,25 
mmusJu,12/17/2021,88376 new cases 146 further deaths 626846 #booster jabs #covid #Omnicron,2 ,4 ,4 
Colins__Tweets,12/17/2021,"TOP TOP researchers have listed the symptoms we should look out for if we have #OmicronVariant 

runny nose
headache
fatigue (either mild or severe)
sneezing
sore throat

have they rebranded the common cold 

#coronavirus 
#COVID  
#PlanB",4 ,9 ,44 
Chitailova,12/16/2021,The crisis of #covid instead of deepening friendships and connections among people brought further division into society where poorer become poorer and friends become enemies because of different view on what happens in the world.,1 ,1 ,4 
ecartsonis,12/16/2021,"Every time an #AntiVaxxer radio talk show host dies of #COVID, an angel gets their wings. 

#GetVaccinatedNow 
#GetBoostedNow",1 ,1 ,9 
DanielNewman,12/16/2021,I'm getting my #Covid Booster Today  I've never been so excited to get stuck by somebody!!! ...Well,13 ,6 ,145 
ndtv,12/16/2021,"#BREAKING | EU medicines agency (EMA) recommends two new #Covid treatments, Kineret and Xevudy.

(AFP News Agency)",3 ,12 ,152 
abi_butcher,12/16/2021,"Just landed back in the UK and I am devastated that the political situation is going to ruin the travel and ski industry. This cannot go on. We have to learn to live with Covid. I'm so sorry for everyone who's Christmas is now ruined by Bojo V Macron 
#ski #travel #covid",17 ,6 ,90 
louied777,12/16/2021,"Just finished 8 hours writing the full 3 hour interview between 
@joerogan
 and 
@P_McCulloughMD
 into timestamps with the vital segments.
7 pages, 3500 words.
Hoping to put it out today! 

Who's ready for some truth?!

#DrMccullough #COVID #VaccineSideEffects #MandatoryVaccination",5 ,7 ,19 
AlStewartOBE,12/16/2021,"#Covid
‘For the moment there is little sign of a bulge in hospitalisations – & every reason, from the South African experience, to hope that the outcome will not be nearly as gloomy as last night’s press conference would suggest’.

@spectator",61 ,50 ,260 
LMartinezABC,12/16/2021,"Army says 98% of soldiers vaccinated. 3,864 have refused the #covid vaccine, 6,263 others still awaiting ruling on request for exemptions.",2 ,12 ,16 
thelovelysarah,12/16/2021,"We sang it in France
 And we sang it in Spain
 Now we sing it at home,
 'Cos they're postponing again!

#LEITOT #COYS #EPL #Covid",3 ,8 ,97 
atrembla,12/16/2021,"The discordance between emerging information on #covid and #ableg and 
@CMOH_Alberta
 decisions and (in)actions continues to boggle the mind. 

Before each news conference I am thinking ""this is it, today is when they start taking control of the situation"". Each time disappointed.",1 ,3 ,19 
Wakeup95627408,12/16/2021,"When all those people calling for more restrictions and lockdowns finally leave their homes, they are not allowed to be surprised when their local businesses are shut down and their communities destroyed. 

You actively supported the destruction of these businesses.

#covid",1 ,2 ,2 
ExeterChelsea,12/16/2021,"Breaking : I’m told the three players that have tested positive for #Covid are 

Romelu Lukaku
Ben Chilwell
Callum Hudson-Odoi 

#Chelsea | #CHEEVE | #PremierLeague",6 ,91 ,91 
IAmSophiaNelson,12/16/2021,"Your reminder to be kind to everyone you meet. People are going through it. #Covid has messed up people emotionally. Taken 800,000 lives since 2020. People need kindness. A good word. Some joy. True Friendship. Do what you can to offer it and to receive it. #ThursdayThoughts",6 ,36 ,172 
kb157911,12/16/2021,"#mentalhealth for #CEV must be taken into account where people with NO protection (no antibodies) are being forced to go into work and be knowingly exposed to #covid. Bring back optional #shielding for the most vulnerable 
@sajidjavid
 
@bloodcancer_uk
 
@CMO_England
 
@LeukaemiaCareUK",1 ,1 ,9 
komalgauthamTOI,12/16/2021,"Passenger from Doha tests positive for omicron in chennai. He travelled from Nigeria. Eight others suspected to be infected. Why aren’t 
@ChennaiAirport
 checking for connecting flight history from high risk countries? #Omicron #OmicronVarient #covid #chennai",1 ,3 ,13 
theGrit_music,12/16/2021,"#Tory #COVID19 policy in #Schools is the most serious child abuse scandal in living memory.

Why are #parents, #headteachers and #Labour allowing this to happen?

#Teaching #education #edChat #SafeEdForAll #Omicron #covid #politics #LongCovidKids #LongCovidCosts #longcovid",1 ,1 ,6 
NellShel,12/16/2021,I’m avoiding #Covid risks until everyone has boosters. If I become ill who knows if there’ll be enough health workers to care for me with rampant #Omicron?  Many of them will also be ill & exhausted.  I won’t clog health system unnecessarily & risk others dying as a result.,4 ,7 ,31 
BOConnorMP,12/16/2021,"Given the waning of Az and the transmissibility of the omricron variant 
@ScottMorrisonMP
 and 
@GregHuntMP
 will surely bring forward the 5 mth wait for a booster  period to three months? #Covid #sittingducks",24 ,99 ,286 
bongo_bin,12/16/2021,"Just spoke to wife. #Hospital on red status, #Covid ward full. Drs saying NSW Govt has gone too early & ignored Omicron impact. Should have got 3rd dose rates up before letting up on masks & numbers per venue etc. Hope Dom’s in God’s good books. #Covid_19 #auspol #covidvariant",80 ,392 ,1596 
CatherinePacke4,12/16/2021,"Donated to 
@Camfed
 in my kids’ names for Hanukkah again this year and explained to them that it is difficult for many girls to go school especially during #Covid. #giftideas for those  thinking about what to buy for loved ones! #education #adolescent #girlpower",1 ,1 ,2 
GeraldoRivera,12/16/2021,If #Browns roster keeps getting shredded & carved by #Covid I’ll have to suit up.,70 ,11 ,138 
CaraMia200,12/16/2021,"#Auspol #JoshFrydenberg is bragging re:Budget figures.#LNP have spent over $311 BILLION on Economy. Of course, figures will be favourable. Money is still moving thru economy. Others are pointng out, true figure likely to be even higher, as Budget docs blame #Covid for e/thing!",4 ,6 ,19 
JLampreabeMD,12/16/2021,As expected. The #Covid spike/wave is here. Widespread transmission. Seeing many infections. #maskup #GetVaccinated #GetBoostedNow #farfromover,,1 ,1 
doctorira,12/16/2021,"Another busy day of #Covid at the office, the portal, the phone, emails: pretty much everywhere. Feels like March 2020, with less fear and more resignation. I’m not scared. But I’m  also not resigned: get boosted, get vaccinated and get tested even for minimal symptoms.",1 ,4 ,22 
MaryPike_BBN,12/16/2021,"If the #vaccine actually stopped the spread of #covid there could be an argument for it, but the the government is mandating a shot to reduce your symptoms and that is it, the shot does nothing more and that is the medical science",3 ,5 ,12 
Tim_jbo,12/16/2021,"Hey #7NEWS #9News #TheirABC etc
Have a look at your ratings, nobody is watching! You are turning people off with your continuous #Covid fearmongering..",33 ,84 ,664 
Keyur_chauhan,12/16/2021,"Seems like India is almost #Covid immune. All are just interested in Vicky Katrina wedding, Kashi temple & Virat-Ganguly.

No one seems to talk about vaccination, masks & social distancing let alone new variant #Omicron or #BoosterShot or plans for third wave!",1 ,2 ,5 
ScottElderfiel1,12/16/2021,"This Pat Cummins covid situation is utterly ridiculous.

* They play the event outdoors in fresh air. 
* He’s double vaxxed 
* He’s shown no signs of any symptoms

Why the bloody hell does be need to miss the game. Stupid government who are fearful of losing their power. #Covid",14 ,3 ,57 
qldhealth,12/16/2021,"We’ve had a total of 22 new #COVID cases overnight.

- 7 new locally acquired cases
- 12 new interstate acquired cases
- 3 new overseas acquired cases",99 ,82 ,213 
cygnus_321,12/16/2021,"Why isn't the #BodilyAutonomy libertarian-left fighting in defense of workers who don't want to labor in #COVID infested factories/offices/warehouses and risk permanent lung, kidney, heart and brain injury?

Why does their defense of bodily autonomy begin and end with a vaccine?",1 ,7 ,27 
CGasparino,12/16/2021,"SCOOP-The Wall Street #covid lockdowns have begun; 
@MorganStanley
 today told its NY brokers and wealth management staff to work from home at least until the first week in January amid surge in cases and new variant. Story developing",26 ,18 ,98 
B52Malmet,12/16/2021,"Apple says on its website it is closing three stores because of #Covid concerns. A store in Miami is closed through Thursday, a store in Ottawa, Ontario, and a third in Annapolis, Md., are closed through Friday.",3 ,14 ,54 
BelindaReeve,12/16/2021,"Slight sidetrack from #FoodGovernance2021, but if we’re going to ask digital platforms to remove #Covid anti-vax information, we have to remember that they profit from that information - 
@marco_zenone",1 ,3 ,2 
christianvilela,12/16/2021,"After how many jabs do we call vaccinated individuals junkies?

#Booster #COVID #Vaxxed #NoVaccinePassports",2 ,2 ,6 
nicktweet,12/16/2021,"If #Covid hospitalisations have increased by 10% in a week and Covid cases are doubling every 2 days, that's a pretty worrying pattern. Also a reason for jabs and precautions, contrary to laissez faire, self-interested Tory MPs like #Winchester's #PartTimeBrine. #Pressconference",1 ,4 ,5 
DebraLefebvre,12/16/2021,"Advocacy works. Several people messaged to say they are getting an #N95 #KN95. They will better protect themselves, they will filter the air they breathe in. #COVID #Omicron has less opportunity to settle into their lungs in the first place. #wearanN95 #getvaccinated #besafer",4 ,9 ,48 
TheKopHQ,12/16/2021,"Sort this mess out. You can't be postponing games just hours before Kick Off, at least do it a few days in advance. Think of the fans who have travelled or already have travel plans in place within 24hrs. Sort your organisation out! 
@premierleague
 #Covid",13 ,37 ,530 
R1ch1e5,12/16/2021,"So 
@BorisJohnson
 blathered & offered absolutely nothing to help the nation with #Covid 

So…back to those illegal parties the MET should investigate* & Boris needs to resign for.

*why isn’t Cressida being asked to resign for not doing her job?

#ToryChristmasparty",1 ,10 ,29 
SheldonB14,12/16/2021,"It not so much #Covid I’m tired of, it’s the endless fuckwittery and mixed messages from this buffoon and his circus of clowns. The experts must be ashamed to be stood next to this moron.  #DowningStreetBriefing #downingstreetparty",1 ,3 ,11 
pharmthorrun,12/16/2021,"WE WOULD BE BOOSTING MORE IF MORE COMMUNITY PHARMACIES WERE INVOLVED 
@BorisJohnson
.  #No10briefing #covid #vaccines #healthcare #covid19",3 ,4 ,32 
MikeSouthWestUK,12/16/2021,"Why did 
@CMO_England
 graph showing vaxxed/unvaxxed per age group not have a y-axis going up to 100,000 ?

By showing it up to only 160 on the y-axis it is UTTERLY MISLEADING. 

Shameful. 

#downingstreetbriefing #covid",,,
M0nk33y,12/16/2021,Did Boris just say “Jab Heroes” FFS this bloke is making me want to throw my tv into the back garden! #Boris #Covid #Omicron,7 ,4 ,48 
nowMrsMFL,12/16/2021,Ok so literally everyone I know catching #covid either work in a school or have school aged children who’ve also caught it. But hey I am reassured by the fact we keep being told “Schools are safe”.,1 ,7 ,37 
cathynewman,12/16/2021,"As UK records 78,610 new #covid cases - highest daily total since the pandemic began - 
@BorisJohnson
 convenes cobra & holds a press conference at 5.  After Tory MPs rebelled over plan B measures to control covid, is he paving the way for plan C? Tune in to 
@Channel4News
 at 7.",23 ,21 ,78 
ramyakannan,12/16/2021,"It's not as if anyone can stop a virus at the airport arrival zone. Just got to follow adequate COVID-19 precautions - masking and distancing (as far as possible)- besides sanitising, vaccinating ourselves, avoiding unnecessary risks. #Omicron #COVID-19",3 ,6 ,60 
tobyanstis,12/16/2021,"A third of Londoners are unvaccinated, wtf?!! Come on, get jabbed and boosted, we’re all in this together

#covid #london",9 ,4 ,51 
RossFootball,12/16/2021,"Simple way to understand daily reported #Covid cases
Aug 15th - Vally Parade
Sep 15th - Portman Road
Oct 15th - Villa Park
Nov 15th - Ibrox
Dec 15th - Old Trafford + car park",2 ,1 ,6 
sarasteinmd,12/16/2021,"I have so many terminal patients after #covid. Can you do us a favor, if you are not vaccinated can you please make an advanced care plan for us. Don't walk into the hospital with no power of attorney and no direction on what to do if you appear to be end of life. 1/2",2 ,5 ,8 
jonathansamuels,12/16/2021,"Wow - 78,610 new #COVID cases today in the UK. Highest number since the pandemic began.",43 ,122 ,93 
WezCartwright,12/16/2021,"Oh no, gutted to hear that Jethro has died! Bloody #covid!",1 ,1 ,1 
maritstiles,12/16/2021,"What we need now:

 Health worker recruitment blitz
 Free rapid tests 
 Speed up boosters for 18+
 Speed up vaccines for kids
 Mandatory vaccines in health & education

Pull out all the stops
 Do it now 
@fordnation
 

#onpoli #onted #omicron #covid",12 ,50 ,215 
