name,date,content,share,retweet,like
TheJourneyGenie,01/06/2022,Newsflash: 1.3 million rapid tests being held back in the midst of the #Covid #OmicronVarient pandemic is  worse than “urban myth” - it’s CRIMINAL. #firehenry,3,10,33
nagarkoti,01/06/2022,"#TricityUpdate #COVID 

Chandigarh: 331 cases
Panchkula: 162 cases 
Mohali: 364 cases and one death

Total cases in Tricity: 857 cases and one death


@timesofindia",5,19,86
nimishaspradeep,01/06/2022,"Compared to yesterday, a 25.8% increase in #Covid  cases in #Telangana  today

-1913 cases reported on Jan 6
-On Jan 5, 1520 cases were recorded
-GHMC shows a steep increase from 979 cases on Jan 5 to 1214 cases on Jan 6


@NewsMeter_In
 
@CoreenaSuares2",2,2,7
PTI_News,01/06/2022,"#Covid All passengers de-boarding at Bhubaneswar airport, barring those in transit, will have to undergo RT-PCR test from Friday: Official order",1,24,359
ndtv,01/06/2022,"#JustIn | 107 new #Covid cases in #Dharavi, highest single-day spike.",1,16,184
desi_galpower,01/06/2022,"Delhi reports 15,097 fresh cases, 6 deaths in the last 24 hours; Active cases rise to 31,498. Positivity rate reaches 15.34%

#Covid #DelhiCovid #StayHomeStaySafe",12,5,19
mairenihuigin,01/06/2022,"*fantastic news* Walk-in #COVID vaccines (boosters, first & second doses) are available to all women who are pregnant on Tuesdays 8am - 8pm in Citywest  over the coming weeks (commencing Tues 11th Jan).",1,17,41
drmwarner,01/06/2022,"We lost another #COVID patient last night.
We have become desensitized to the numbers, but for the families of the patients lost, their lives are forever altered.
For the RNs, RTs, PSWs & housekeeping staff, the moral distress of seeing so much loss is hard to quantify.
Be kind.",203,652,5147
_lokeshsharma,01/06/2022,"#Rajasthan #CoronaUpdate:

2656 #Covid cases reported
1439 from #Jaipur
No #Corona related death
Today's #Recovered404 
Active Cases 7268

As we are witnessing a spike in daily cases we need to remain very alert
#KeepDistance__
#WearAMask
#WashYourHands
#GetVaccinated",44,171,391
wylie_alan,01/06/2022,"I get why Library Workers don’t want to challenge people re mandatory face coverings due to abuse & aggression but how many have just given up reminding people? 
It’s exhausting and I’m nearly at that point 
#libraries
#covid",2,3,25
PEFDiv240NYSIF,01/06/2022,"Holy smokes! ""Wheel of #covid"" presented by 
@NYSIF_1914
 brings in SIX cases in Albany across 3 buildings, 5 in NYC and 1 in Syracuse! This is madness on behalf of 
@GovKathyHochul
 and an executive team that refuses to implement #workfromhome. File claims! #covidkathy #Omicron",3,9,9
RamzaBehoulve,01/06/2022,"I just want to emphasize that while many now say 'everybody will get #Covid' as it became endemic, there is actually a subset of the population who never will.

There are millions who do not need a #vaccine and will never be infected or infect anyone else with Sars-Cov-X.",2,5,8
onlineGhosh,01/06/2022,"This is the way government plays with common people's life. What a shame.

#WestBengal Government submits affidavit before Calcutta High Court in favour of Gangasagar Mela amidst surging #COVID cases in the state.",3,5,22
iam_balaji,01/06/2022,#Covid only thing worse than going thru Covid all over again - is watching ur kiddo get all the symptoms - hurts like hell to see kids go thru this !,21,6,83
mla_sudhakar,01/06/2022,"Positivity rate in Bengaluru goes up to 7.5% as cases cross 4k: 
New cases in State: 5,031
New cases in B'lore: 4,324
Positivity rate in State: 3.95%
New Omicron cases today: NA
Total Omicron cases in State: 226
Deaths:01 (B'lore- 01)
Tests: 1,27,194
#COVID",104,174,1094
Nate_McMurray,01/06/2022,"I’m sorry. But it appears the Democratic strategy on #covid is for everyone to catch it, not to require vaccines, or masks, and to let people die—i.e., the Trump plan.

I spoke to someone today with a 5-year old struggling to breathe with #covid.

I’m so disappointed 
@KathyHochul",9,6,32
gavinjones10,01/06/2022,"Italy today may introduce a #COVID vaccine mandate for all over-50s (or over 60s) and for all public sector workers, becoming one of very few European countries to take either step. The measures are under discussion by the govt’s Covid unit and will later go before cabinet",1,3,11
ljubofil,01/06/2022,"Almost 17.000 people, or 2.5% of the entire Montenegro population, is infected with #COVID",2,2,26
PharmacyJames_,01/05/2022,"What's the difference between #Tamiflu (med to treat #Flu) and #Paxlovid (med to treat #COVID)? One of them, the 
@US_FDA
 decided that pharmacists can prescribe, the other the #FDA said pharmacists cant prescribe. Guess which one is which? #FDADUNFDUP",1,1,2
nehakhanna_07,01/05/2022,"India sees a staggering 600% jump in #Covid cases in 9 days. Jan 4 saw over 58,000 new cases in India & over 2.5 million cases globally, the highest since the onset of the pandemic. As #Omicron spreads at lightning speed, how prepared are we? At 10 pm 
@IndiaAheadNews
 #ThirdWave",2,10,38
susie_hewson,01/05/2022,"#PMQs 
@BorisJohnson
 3 visitors to care homes is not a national fact. Homes with #Covid cases have ceased permission for visits to anyone other than for end of life family. 14 days quarantine for entire care home which looks after #dementia patients.",1,1,2
elliot_sperber,01/05/2022,Imagine how much “the great resignation” will intensify should another million people die #covid,1,7,11
Matt_Kroschel,01/05/2022,"Remember a long time ago when #Covid test positivity rates were hitting 5% & schools were closing down in-person learning. 

Currently in #Alabama we are pushing 35%  some North AL schools don’t even have mandatory mask mandates in place. Just my #wednesdaythought  
@JasonIsbell",4,1,5
JBLascarrou,01/05/2022,"Is someone in Twitter aware of paper which shows than fibrotic-like radiographic abnormalities can be see early in #COVID-19 even without chronic fibrosis before #COVID-19 (in 
@ThoraxBMJ
, 
@atscommunity
 or 
@accpchest
 ? Thanks.",1,1,5
Brpkelly,01/05/2022,"#BREAKING: 
@BJC_HealthCare
 is postponing all elective procedures until further notice. With over 500 #COVID patients in its hospitals for the first time ever, the system staff and facilities are ""stretched to the limit"". 
@kmoxnews",4,13,11
NephRodby,01/05/2022,Anyone know if COVAN is less likely with the Omicron #Covid variant? #AskRenal,2,2,9
Gemma53765506,01/05/2022,My aunt lives in Cyprus and they have been told of a new variant of #Covid in France and here in the UK?? Apparently the one in the UK is HUI 2 or something like that,1,1,1
JustClaudia3,01/05/2022,"Dr Kavita Patel~
If you suspect you have covid
1] try to get tested
2] assume you do have covid
3] isolate for 5 days~ test results should be back 
4] positive test? Stay home and get well!
Dr Patel says ""seems brutal but bottom line.""
•vaccines 
•booster
•decent mask
#Covid",1,10,20
iamavjfan2,01/05/2022,"Why cases getting increased only in Chennai and Chengalpet... Pathetic 
#Beast 
@actorvijay
 
#covidvariant #Covid",1,5,5
DrDenaGrayson,01/05/2022,"The #COVID test positivity rate in #Florida is >25%, and Ron DeSantis insists that **schools must stay open WITHOUT mask mandates**

Meanwhile, the line at the local urgent care is around the block.

What could go wrong?",43,126,390
DrKaloo,01/05/2022,"#Covid numbers are exploding in Delhi

Last 10 days:
(27 December to 5 January)

     331
    496
    923
  1,313
  1,796
  2,716
  3,194
 4,099
  5,481
10,665

What is the prediction for tomorrow?",5,4,28
ndtv,01/05/2022,"#NewsAlert | Leaves of all #Delhi government officers, staff cancelled to ensure adequate manpower to handle #Covid surge",3,13,277
nitinagarwalINC,01/05/2022,"In last 48 hours #Covid 3rd wave has hit the country BADLY. 

Cases are increasing RAPIDLY.

Why Modi Ji want to do 70,000 people RALLY?",3,11,17
iainjwatson,01/05/2022,"Standing in for #covid-positive 
@Keir_Starmer
 at #PMQs 
@AngelaRayner
 squeezes a reference to 'partygate' in to her initial question on the cost of living, in case this has receded from voters' post festive memories",2,2,12
lynn_laidlaw,01/05/2022,"Starting the analysis for our #COVID Voices research. Feeling excitement, trepidation and sense of responsibility, towards the people who participated and trusted us with their experiences. Have printed off all the themes, don’t want to miss anything.",5,5,56
ColArchon,01/05/2022,"What are the words/phrases during #Covid, that you never want to hear again?",111,5,22
CarmenGeha,01/05/2022,"Nothing like starting the #NewYear on a #covid positive note to remind you that no matter what plans you may have, expect life has other plans! Oh and #WearAMask! 

#COVID19 #Omicron #OmicronVarient #PositivosEnCoronavirus #NewYear2022 #CoronaPositive #Vaccineswork #ThirdWave",16,3,45
pakibitchh,01/05/2022,I think I have #covid,3,1,4
cuteDAIE,01/05/2022,"Everything I was afraid of happening in 2 years, happened. 

#covid #covidPH #covidHIThome #prayforus",8,1,4
W1nston984,01/05/2022,"Who remembers when vaccine based herd immunity was a thing? Who remembers when it was “two weeks to flatten the curve”? Who remembers when…? 

Why are we still listening to them?

#covid #covid19 #joerogan #MassFormationPsychosis #tyranny #autboritarianism #GreatReset",2,3,26
AnneMostue,01/05/2022,"If you take a #COVID test at home and it's positive, it's not clear what you're supposed to do. You may report it to your doctor, your town's board of health, or do nothing, which is what most people do. And that means the daily public health numbers are not a full snapshot.",4,5,21
litecoin_bull,01/05/2022,"BREAKING - Attempted Murder On UK Funeral Director COVID Whistleblower!!

#Truth #TheMoreYouKnow #Covid #pandemic",5,22,43
nowMrsMFL,01/05/2022,"To all those back tomorrow, a reminder, schools in January during #COVID are COLD. 
Our only real help when in big groups of 30+ is ventilation and since we have no air filters etc it’s open doors and windows. Teachers and kids alike- Remember your Layers. Stay warm!
Good luck",3,6,44
Kwali_T,01/05/2022,These #covid variants are the New Avengers. All have different powers and release dates,2,1,6
savillj013,01/05/2022,"DrJohnGerrard:”When one person is on average infecting between seven and 10 others … that bares no resemblance to the #Covid we’ve been dealing with right up until now.” It begs the question who are these Queenslander #superspreaders? What were they doing to get sick? 
@qldhealth",1,3,4
DrRaviJ,01/05/2022,"218k+ cases,planned surgery cancelled,#NHS trusts calling critical incidents,workforce decimated by #covid

@BorisJohnson
 “NHS…will feel temporarily overwhelmed” but “I just think we have to get through it as best as we possibly can” Pathetic response #BorisHasFailedTheNation",2,7,44
gregorymckenna,01/05/2022,"Two things I feel really strongly about as living with #covid really means letting it rip

1) governments & community owe front line workers a debt that should be paid. Nurses, other health workers, aged care workers, Police, Ambos, truckies, anyone who just kept fronting up
1/5",10,15,55
Ned_James2,01/05/2022,"Our office was supposed to open on Feb 1, but i'm guessing that will be pushed back. TWO YEARS....that's how long our office has been shut down. I""m over this. #Covid_19 #remotejobs #COVID",1,1,1
EdwardLawrence,01/05/2022,"A supreme Court spokesperson tells 
@ShannonBream
 and Bill Mears all nine Supreme Court Justices received COVID 19 booster vaccine shots. There is a hearing Friday for two separate challenges to President Biden’s federal vaccine mandates. #SCOTUS #COVID #Mandates #Vaccine",13,27,65
B52Malmet,01/05/2022,"Why does it feel that at some point, everyone is going to get #COVID? Even those of us who have done everything to increase our protection.",315,179,1742
Elenee_Dao,01/05/2022,".
@Providence_phc
 is expecting a rise in hospitalizations because of the holidays and rise in #COVID cases.

Hospital occupancy is high right now. Chief Medical Officer Dr. Dan Getz says it’s also struggling with staff, getting COVID or other sicknesses. 
@kxly4news",2,2,9
Matt_VanDyke,01/05/2022,"Senator Ron Johnson: “Why do we think that we can create something better than God in terms of combatting disease?”

This man’s delusions are now severe enough to threaten property values in his state.


@RonJohnsonWI
 #RonJohnson #Covid #COVID19 #vaccinate #vaccinated",40,98,325
WIBC_EricBerman,01/05/2022,"Indiana breaks its week-old record for newly reported #COVID19 deaths (in both cases, holiday + Tue reporting lag a factor): 172, all in the last 15 days and 75 in the 1st 3 days of 2022. The death toll rises to 18,605; counting presumptive #COVID deaths, the toll is 19,256.",10,29,70
robert_a_walker,01/05/2022,"Hey 
@USFigureSkating
 Given the COVID protocols for #ToyotaUSChamps22 #USChamps22  why aren't all the blue-shirted 
@brdgstonearena
  ushers wearing masks? Even some people of their supervisors aren't bothering. #covid #fail",3,14,19
Jane__Lewis,01/05/2022,"Doubled jagged and boosted … but it still got me. #Covid you wee @&£!:)%  Feeling pretty rough (no jokes please!), but it could be worse. #StaySafe #StayWell",35,3,190
raakhijagga,01/04/2022,"Amid rising #Covid cases, emergency meeting will be chaired by #Punjsb  #CM 
@CHARANJITCHANNI
 to review the situation today evening. Striking health employees should be back to work, said medical education minister #RajkumarVerka. 
@IndianExpress
 
@iepunjab",1,1,2
fakescottsumner,01/04/2022,"I left my house at 8am, got turned away from two drive-thru #covid clinics, ended up standing in line for two hours at RPA and have just gotten home at 2:20pm. What a life. Fatigue, headaches, fever and my entire body is aching.",20,37,190
LukeingForward,01/04/2022,"Can someone clarify - do I need a RAT on Day 6 of my positive COVID isolation? Or did they recently remove that?

#covid",1,1,2
transmogrify_,01/04/2022,"Does anyone have recommendations for air purifiers? Specifically for #covid, but great if it would also have a positive effect on #mcas and migraines?

Do co2 monitors actually help in this situation? Recs for good quality ones?

And lastly *accurate* thermometers?  #NEISvoid",8,8,16
DrRichardSallie,01/04/2022,Western Australia needs to rescind the moronic law signed into effect last September that makes use of RAT tests to diagnose #COVID a criminal offense.,2,1,8
rosswilsonmusic,01/04/2022,#covid #RATpositive #triplevaxxed Feeling much better - symptoms waning. 48hrs since PCR test - still awaiting result. Home-iso.,15,2,94
RicharLisa,01/04/2022,"Reconciliation in healthcare includes sending urgent assistance to Bearskin Lake First Nation where #covid has now infected almost 50% of those living on reserve. 

#IndigenousHealth #GoodMedicine",6,237,738
MeckeringBoy,01/04/2022,"I feel for those in the eastern states. I am disgusted by those who helped bring on this totally unnecessary wave of infection:
Morrison, Perrottet, Berejiklian, Murdochracy, Costello, Frydenberg, IPA, Craig Kelly, QAnon cultists, Frydenberg, Palmer, Hanson, LNP…
#auspol #covid",5,21,53
sumanthraman,01/04/2022,We need to consider stopping testing asymptomatic people when community transmission is already rampant.Focusing on those with symptoms/those needing hospitalization may be a better strategy.For every asymptomatic case detected we hv no idea how many escape detection #covid,18,25,254
twit_for_twat,01/04/2022,"The irony of the 
@JeffcoSchoolsCo
 Superintendent emailing all of us while she's quarantined at home with #covid while telling us that we have to send our kids back to in-person learning during the greatest surge we've ever had of any virus is not lost on me.",4,12,44
Josh_Mash,01/04/2022,"When will 
@BorisJohnson
 & the 
@Conservatives
 realise they have it wrong. Today my trust published MORE THAN 400 staff are #isolating with #covid. That’s more than 50% of the frontline workforce. This is #unsustainable. Staff are burnt out. We need to act. 
@BBCNews
 
@itvnews",2,17,56
RitaCosby,01/04/2022,"Tonight 
@77WABCradio
:      At 10:05pm Investigative Journalist John Solomon 
@jsolomonReports
 
@JustTheNews
 on #Biden team’s mixed messages on #COVID, #masks & #testing. PLUS, I take YOUR calls on new #NYC Mayor #EricAdams talking tough on #crime & #COVID19. Call 800 848 9222!!",17,112,114
Gailey99,01/04/2022,"My sister, her husband and both kids have Covid. She says to get your Covid first aid kit ready - lots of Tylenol, thermometer, tissues, water, juice, expectorant cough medicine and a pulse oximeter. Stay safe, folks.  #covid #firstaid #StaySafe",8,9,38
DaniGraceWrites,01/04/2022,"#Covid is deadly.

Please, don't be selfish. Respect that some cannot protect themselves without those around them being careful, considerate, & heeding science.

You may think you are hearty, but young children and our elders cannot survive without help.

#lostanotherone",1,1,7
OfficialFJBCoin,01/04/2022,"Is herd immunity officially out of the mainstream media's vocabulary?

#HerdImmunity #COVID",3,1,17
fugitivemama,01/04/2022,"The same people who were insane during the Trump years are insane about #covid and insane about climate. 

Maybe they’re just insane?",9,28,108
kaseyma__,01/04/2022,Hi guys! Sorry no stream today. Battling day 6 of #COVID symptoms and I’m still getting through the worst of it. Miss you guys and will keep you updated  #omicron,5,1,12
LindaBRosenthal,01/04/2022,"#COVID PCR & Rapid Testing   

I wrote to the City w/ 
@galeabrewer
 requesting a test site on the #WestSide to help beat #omicron  

On 1/8 & 1/9, from 9 am to 6 pm the City will have a testing site at NYCHA’s Bennerson Playground on W.64 St. b/w Amsterdam & WEA
#GetTested",1,8,11
NashvilleResist,01/04/2022,"Per 
@NC5
: #Covid cases tripled in TN over 3 days last week.  Hospitalizations in Metro Nashville up SEVENTY PERCENT in last two weeks.

WHY oh why is our city hosting #superspreader events, not asking for masks/distancing?! #Omicron",4,16,48
paschutz,01/04/2022,"6th Ward Ald Roderick Sawyer, echoing concerns of #CTU, calls CPS mail-in #COVID test protocol ""Unacceptable."" Says: ""On-site testing and optional vaccination, high-quality masks, improved ventilation, and evidence-based metrics",3,18,68
dchou1107,01/03/2022,"The impact of #Covid is impacting all areas.  We heard about hospitals and clinicians, but also retail shops and restaurants. Airport restaurants are closed or can't make food because they do not have staff.",1,1,5
shortmsgs,01/03/2022,"we wouldn’t have known 
@DanielAndrewsMP
 & 
@MartinFoleyMP
 & #springst govt rejected medical advice, and why, were it not for the #Covid legislation 
@FionaPattenMLC
 & others on the cross bench insisted replace SoE. transparency & accountability trump opacity & politics #auspol",1,4,15
EbonyJHilton_MD,01/03/2022,"Dear #MiddleAged #WhiteAmericans,

Our national message on #COVID19 has largely avoided speaking your name specifically, but I feel it’s necessary. Please, talk to your friends, family, coworkers, church, etc. Your #DeathRate from #COVID has #Tripled. #Vaccines can save your life",19,79,300
tylerbanham,01/03/2022,"It’s frustrating to think that the Premier of Ontario 
@fordnation
 ‘s strategy toward #Omicron was to go to his cottage on Dec 17th & hope the #COVID virus would vanish when he returned to work Jan 3rd

The job of Premier requires more effort than that. It’s not a time for a vacay",2,4,11
degreed_chick,01/03/2022,Why are #covid at home saliva test so Effin expensive?!?,3,4,5
leeferran,01/03/2022,"Breaking: SecDef Austin tests positive for #covid with “mild” symptoms, per DOD stmt. “As my doctor made clear to me, my fully vaccinated status — and the booster I received in early October — have rendered the infection much more mild than it would otherwise have been.”",31,341,2722
MarkChapeskie,01/03/2022,"I’m double-vaccinated. Was scheduled for booster. Had to cancel. #COVID+. Unknown source. My unvaccinated 3y/o also COVID+. He’s the one I was hoping the whole population would help protect. All I have for him is #VicksBabyRub and 
@Tylenol
. Let’s hope it’s enough.",27,4,64
JAProsperity,01/03/2022,"""Opposition calls on Govt to reimpose work from home order?""

What Opp? You mean the one which infected Jamaicans with a mass 4th wave of the #Covid? 

The ldr 
@MarkJGolding
 and his supporters deliberately did this to us and now having a voice? 

The Opp MUST pay for this!!",10,5,23
sydney_ev,01/03/2022,"Am I correct, taxpayer is paying for these Rapid antigen testing kits, the private sector sells them to us for a profit, the 
@LiberalAus
 refusing to remove #GST from kits, then says you can get a #PCRtest, but every testing site I have seen has been closed. ? #auspol #Covid",3,9,28
RicharLisa,01/03/2022,"Received my inpatient team signover today. 

It’s busy and staffing is unpredictable due to #covid exposures. 

Please do everything you can to protect yourself and limit the spread of this variant so that our system stays above water.",1,6,54
AntonyTurrisi,01/03/2022,"NSW keep redefining their #Covid_19 GOLD STANDARD

#COVID-19 patients in NSW hospitals has more than doubled since Christmas as experts predict case numbers could reach 100,000 a day and medical professionals warn of a “widespread staffing crisis”c",1,20,35
RoxyB1994,01/03/2022,"Look, if I air dry my clothes in my covid flat while I'm still isolating and symptomatic are they gonna be contaminated?

I'm running low on undies and I need to know. 

#Covid_19 #covidhelp #Covid #Advice #laundry #help",1,1,2
jwardlawAUS,01/03/2022,The Tassie bush network is advising people with disability are testing positive to #COVID here in Tasmania.  What happens now? @GutweinTeam #politas,3,2,6
lindsayamantea,01/03/2022,"Is this #covid or is this a Chinook migraine, part 1000 #ab #yyc",1,1,5
WhistonChris,01/03/2022,"According to 
@ScottMorrisonMP
 on 
@TheTodayShow
 , not all ppl hospitalised with #Covid were admitted because of Covid, but we’re diagnosed post admission. So that makes it OK then.

# # #WTF!",3,4,9
Boghuma,01/03/2022,"If you are poor, you cannot access rapid testing for #COVID in the #USA! Paying 15-25$ per test kit is simply not within reach for many.
To get ""reimbursed"" you have to have the money to buy the test upfront. If I had to pick between testing & my next meal I will simply not test.",7,17,110
Frank2112,01/03/2022,"I don't know who needs to hear this but we are in the midst of a new #COVID tsunami. Also, there is no reason to think the #Omicron variant is the final variant. Things are about to get worse, much worse. Don't panic but do protect yourselves and your families.",12,25,108
AthanasaurusRex,01/03/2022,"Feeling super frustrated and let down by 
@VanIslandHealth
 re #covid testing procedures. I don't drive, and although got a quick call back to get an Appt to go pick up a Rapid test, why on earth would I want to risk possibly infecting taxi driver or ppl on transit in order to pick",3,4,2
EVERALDATLARGE,01/03/2022,"If either of us think we have #Covid, Helen & I, as vaccinated people, will totally isolate & tell no one. We will beat it all by ourselves. To report it means getting tied up in chaos of log jammed health system & add to the chaos.",15,9,37
TerriGivens,01/03/2022,"What are the schools going to do for all the kids who test positive for #COVID this week, and can’t go to school? Seems easier to give kids tests this week and teach remote for the first week or two, which is hard on parents but might make for an easier transition.",2,1,7
justin_fred79,01/01/2022,"#COVID had a good New Years Eve, 2,162 cases (12/30 - 12/31) in the past 48 hrs. 
@IdNebraska
 
@UNMC_ID
 
@Creighton_ID
 
@UNMC_PedsID
 
@HealthDouglasCo",2,13,27
etanthomas36,01/01/2022,"No matter where you fall on vaccines, boosters, shut downs, politics, mask mandates or conspiracy theories, the facts are #Covid has killed 824k Americans and you are alive today to see #NewYear2022 If that’s not reason enough to thank God I don’t know what is #HappyNewYear",6,23,209
chhuti_is,01/01/2022,"1.1.22 - 4512
31.12.21 - 3451
30.12.21 - 2128
29.12.21 - 1088

That’s how #covid cases increased in West Bengal.",2,10,38
bethsawin,01/01/2022,"Deciding to let a threat ""rip"" in a structurally inequitable society is, in itself, structurally inequitable. #covid #climate",3,44,249
ndtv,01/01/2022,"#Gujarat reports 1069 fresh #COVID cases, 103 recoveries, and one death today 

Total cases: 8,32,801
Total recoveries: 8,18,755
Active cases: 3927
Death toll: 10,119

Cases of #Omicron: 136

(ANI)",2,18,290
ANI,01/01/2022,"Gujarat reports 1069 fresh #COVID cases, 103 recoveries, and one death today 

Total cases: 8,32,801
Total recoveries: 8,18,755
Active cases: 3927
Death toll: 10,119

Cases of #Omicron: 136",5,23,287
drsajumathew,01/01/2022,"386,000 daily US #COVID cases is grossly undercounting true infections. 

It’s at least 10-20 times that number.",4,4,20
TiffanyDCross,01/01/2022,"Parents! Do you feel comfortable sending your kids back to school after winter break? #Covid #OmicronVarient

Weigh in. We're discussion next on The #CrossConnection.",115,29,149
JatinPaul,01/01/2022,"Despite the evident surge in #COVID cases all around them people in #Delhi refuse to wear #masks/wear them properly; almost 5000 people were fined for not adhering to #COVID Appropriate Behaviour (CAB) yesterday; over 4,800 of these were challans for mask-related violations…",1,9,15
B52Malmet,01/01/2022,"At no time in the two years we  altered our lives because of a deadly virus did I know as many people as I do now, including kids, who are sick with #covid. It is particularly upsetting because an entire political party in concert with right wing media spread lies about the  .",61,373,1579
Metabolicmonstr,01/01/2022,"""There's good modeling studies that probably 500 000 in excess deaths happened in the US due the intentional blockade of early treatment.""
(Referring to hydroxychloroquine and ivermectin)
- Dr.Robert Malone 
#covid #DrRobertMalone
#ivermectin #HydroxyChloroquine 
#EarlyTreatment",1,1,2
irfan_tramboo,01/01/2022,Holding 'winter carnivals' and 'grand events' on the year-end is criminal in the wake of rising #COVID cases and the looming threat of #Omicron. Enforcing SOPs elsewhere and letting people go 'berserk' at tourist resorts on New Year eve does not make any sense.,1,1,6
GenAbbandando,01/01/2022,"Financial incentives to report a #Covid death.
$3k ""death benefit"" to a hospital in the #USA if the claim it to be covid.
If you diagnose someone covid positive and hospitalised it's $3k. $30k if someone is put on a ""vent"".

From the #DrRobertMalone #JoeRogan podcast.",1,1,2
RichardScribbl1,01/01/2022,"The thing about Air Passenger Locator forms and #Covid pre-departure tests and Day 2 PCR tests and self isolation, is that they're pointless if the government is attempting to stop the import of a variant that is already roaring away in England. Just money in someone's pocket.",3,1,15
_lokeshsharma,01/01/2022,"#Rajasthan #CoronaUpdate:

301 #COVID cases reported
192 from #Jaipur
0 cases in 16 Districts
No #Corona related death
Today's #Recovered17
Active Cases 1247

As we witness a surge in #Covid_19 cases
Plz follow protocols
Always #WearAMask 
#WashYourHands
#KeepDistance__",39,166,392
RupsaChak,01/01/2022,"Just in: Mumbai records 6,347 #Covid-19 cases. Out of which, 5,712 are asymptomatic. One Covid-19 fatality.",6,9,21
croydonruthie,01/01/2022,"Welcoming in the new year with a positive PCR test and seven days of self isolating 
So glad that I’ve had my three Covid vaccines that will hopefully mean a mild inconvenience 
Get vaccinated and boosted peeps!  #Covid #boosted #staysafe #wearyourmask",6,1,9
TiffanyDCross,01/01/2022,"Happy New Year everybody!

What'd you guys do last night? Go out to #covid safe gatherings? Or sleep through it like ME because ya had to be at work at 7AM!!!

Keep your turn up stories to yourself! Don't want to know.

See you all on The #CrossConnection in a few. Hmph!",54,21,361
fam_vam,01/01/2022,"In 2022, how many people would wait in line for a 2019 flu vaccine especially after ALREADY receiving it?  Omicron is different than Delta which is different from the 2019 variant.  The injection remains the same.  This is an unacceptable premise for continued mandates.  #covid",1,2,11
rubiaabrar,01/01/2022,"It may be a #NewYear in the calendar but our new reality won’t change much . The risks , worries , challenges and disasters related to #Covid are very much stepping into #2022 with us all . 

Here hoping that our loved ones remain #safe and #healthy and this nightmare ends soon .",6,4,66
The_Truth_II,01/01/2022,"I come from a time when if your arsehole itched it wasn't a symptom of #Covid ,it meant you had worms",3,3,11
MelisaGillett,01/01/2022,Well I woke this afternoon and I feel good. I have a headache and that’s about it. I may not have it at all. YAY!! I’ll quarantine like I should but maybe I won’t get it!! #Covid #covidvariant #PositiveVibes,3,1,10
frequentbuyer1,01/01/2022,"When was the last day 
@henrymcmaster
 held a press conference on #covid? Do any of my media friends know? 
@MegKinnardAP
 
@MaryCaitlinByrd
 
@TomNovelly
 
@MaayanSchechter
 #SouthCarolina #SCpol",10,10,31
UtahDHHS,01/01/2022,"While we no longer report official #COVID-19 data on holidays and weekends, a look at today’s preliminary, unofficial data show about 4,700 new cases. 1/5",44,155,261
ProfPatOConnor,01/01/2022,Wonder why the numbers of the new cases are the same today as yesterday?! ( rhetorical question….). Could it possibly be because the numbers reflect PCR capacity not the reality?? The Min for healths was embarrassing. No sound from Taoiseach or Tanaiste. Pathetic. #covid,,1,9
amandalinactv,01/01/2022,"We're hearing that some people have not been able to get a #COVID-19 #rapidtest in #Kamloops. 
@Interior_Health
 told 
@CFJC_Today
 in an email, anyone who meets the COVID-19 Symptoms Criteria is able to pick up a rapid test at the collections centre — no appointment necessary.",1,2,6
John_Cooper_QC,01/01/2022,I have today confirmed my instructions on behalf of a number of reputable people to mount what may be the most significant case for transparency over the safety of the #Covid #vaccine  We will go where the evidence takes us.,8,2,28
MamaLiberty2,01/01/2022,"#Illinois Representative 
@repjcarroll
 wants a state insurance law allowing health insurers to drop #unvaccinated people w/ #Covid +force them to pay medical bills. Who will he go for next?! Smokers? Junk food eaters? Who knows #mRNA's potential for adverse reactions? #UNAmerican!",1,1,4
IslandSocTrends,01/01/2022,BC has now prioritized pregnant #women for #COVID #boosters if they are 6 months (182 days) past their second dose. Dr Henry said today these women should call the BC Vaccination call centre 1-833-838-2323 to book a booster appointment. #pregnancy #BoosterShots #GetVaxxed #bcpoli,1,3,4
HollyBriden,01/01/2022,I have recently come into possession of several hundred Covid home-testing kits.  Does anyone know the optimal number of times per day to test? #Covid,66,5,138
sinincx,01/01/2022,"Things I could do without hearing in 2022 but will have to put up with  :

#covid 
#antivax 
#antimask 
#NFT 
#crypto
#buythedip 
#Cloud 
#CloudComputing
#Azure 
#Aws
#inflation 
#influencers 
#Brexit",1,3,3
Viren077,01/01/2022,"Happy New Year to all you lovely people out there 

Cheers to a Year full of happiness, love, productivity and the end of Mr. #COVID soon. #HappyNewYear

#2022NewYear let's roll out the red carpet",7,,37
MrOnuczko,01/01/2022,"Alberta’s new #COVID plan seems to be: Everyone is gonna get it, but let’s work together to make sure we take turns getting infected. Those that have three doses probably won’t die, so make sure you get all your shots. Oh and we DGAF about 0-4yr olds. #ABCOVID #abpoli #canpoli",2,4,20
GrandmaShark18,01/01/2022,"I am not going out at all. I’m glad I can stay at home. I love my kids & grandkids so I won’t ever put them at risk of #Covid . #MAGA #Republicans  Stop being so selfish. 
@DeadlineWH
 #inners",1,,6
EbonyJHilton_MD,01/01/2022,A #Chef not being able to #Taste or #Smell due to #COVID will cost them their entire #Livelihood… that’s not #Mild.,7,46,311
farjad99,01/01/2022,Praying #COVID won’t subvert my holiday travel plans.,3,2,8
